"OBJECTID","ID","X","Y","NAME","STATE","CSVRID","CYCAVAIL","CYCBACK","TIME","ADDR","CALL","SERVICE","TYPE"
"1057","12d36fb5-02dd-4bb8-ba4b-df98e3bacc3f","120.156907","30.260831","少年宫广场","有人值守","8015.000000","24.000000","7.000000","6:00-21:00","少年宫城河下北山路口书报亭旁","13454491000.000000"," ","24小时点"
"1058","e60494e6-c163-48e5-a11f-6d32cbc23912","120.060447","30.074136","周浦站","无人值守","5125.000000","13.000000","8.000000","6:00-21:00","周浦中心车站内","13454491000.000000"," "," "
"1059","af1bb6fc-ae8d-4302-84ae-70543f0f0113","120.101960","30.157878","江口村","无人值守","5100.000000","17.000000","10.000000","6:00-21:00","美院正门","13454491000.000000"," "," "
"1060","194d1591-6c15-45cc-9078-f662f629f4c8","120.099045","30.286189","一九四蒋村商住区站","无人值守","5137.000000","4.000000","17.000000","6:00-21:00","骆家庄西一苑二区门口西北侧","13454491000.000000"," "," "
"1061","5890cbe7-03f5-4391-9ce4-2266999345a0","120.135988","30.286132","B二线浙江工商大学站","无人值守","5167.000000","6.000000","15.000000","租车06:00~21:00，还车06:00~22:00","教工路149号北侧人行道","13606524700.000000"," "," "
"1062","e5489e54-607d-4f25-a625-6c678e903c66","120.139529","30.266901","三十七路黄龙体育中心站","无人值守","5169.000000","13.000000","8.000000","租车06:00~21:00，还车06:00~22:00","307路黄龙体育中心东侧站向北50米","15868117800.000000"," "," "
"1063","546140e4-93f7-4de9-8099-766ef8919abf","120.138538","30.270433","黄龙路西溪路口","无人值守","5170.000000","16.000000","5.000000","租车06:00~21:00，还车06:00~22:00","黄龙路西溪路口西北侧人行道","15868117800.000000"," "," "
"1064","4ad8dca3-92bd-4438-aecf-2ff7da124967","120.111380","30.275483","竞舟路文三西路口","无人值守","5172.000000","3.000000","18.000000","租车06:00~21:00，还车06:00~22:00","竞舟路文三西路口西北侧人行道(竞舟路80号对面)","13606525900.000000"," "," "
"1065","3a93b1dd-71b5-42bb-aedb-964e4c3dc99c","120.110836","30.280479","香樟公寓二八幢","无人值守","5173.000000","2.000000","19.000000","租车06:00~21:00，还车06:00~22:00","香樟公寓28幢北侧人行道","13606525900.000000"," "," "
"1066","794af3a3-12c4-4c81-9bec-c064d6dce489","120.111348","30.277616","香樟公寓八幢","无人值守","5174.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","香樟公寓8幢对面人行道","13606525900.000000"," "," "
"1067","37ba00e3-1352-4895-8ccd-9f1329ffb18b","120.141563","30.270273","西溪路一一八号","有人值守","5175.000000","20.000000","1.000000","租车06:00~21:00，还车06:00~22:00","西溪路118号(黄龙快速公交站旁)","15868117800.000000"," "," "
"1068","5797f44e-a63e-40bc-ad0d-3a4c1de5d9a2","120.117638","30.161740","枫桦西路龙王沙路口","无人值守","5178.000000","2.000000","19.000000","租车06:00~21:00，还车06:00~22:00","枫桦西路龙王沙路口（转塘）","13454491000.000000"," "," "
"1069","659c0ca7-a1f6-4365-bef5-0876d427ad69","120.101506","30.159526","杭新美院北路口","无人值守","5179.000000","18.000000","3.000000","租车06:00~21:00，还车06:00~22:00","杭新路38号","13454491000.000000"," "," "
"1070","37431cc5-97e6-4283-b7b2-9b4d7df17749","120.096429","30.145476","象山路","无人值守","5180.000000","19.000000","2.000000","租车06:00~21:00，还车06:00~22:00","杭州象山美术培训基地","13454491000.000000"," "," "
"1071","61a44f70-aa00-4555-acca-e18096d36fea","120.112758","30.169174","之江路龙王沙路口","无人值守","5181.000000","10.000000","11.000000","租车06:00~21:00，还车06:00~22:00","之江路龙王沙路口（宋城西）","13454491000.000000"," "," "
"1072","4d62aef7-26a1-471e-8449-064293f6438f","120.103423","30.165567","留泗路常拢路口","无人值守","5182.000000","3.000000","18.000000","租车06:00~21:00，还车06:00~22:00","留泗路常拢路口","13454491000.000000"," "," "
"1073","66f84a2f-2878-4403-87fb-fa1b865d0a92","120.108116","30.162837","龙心路","无人值守","5183.000000","4.000000","17.000000","租车06:00~21:00，还车06:00~22:00","龙心路242号对面","13454491000.000000"," "," "
"1074","00cfdb4f-ff2b-4301-9ac5-a4c9b7d46f53","120.093141","30.147663","望江山路","无人值守","5184.000000","10.000000","11.000000","租车06:00~21:00，还车06:00~22:00","省人民医院分院（在建）对面","13454491000.000000"," "," "
"1075","27b18d44-2284-48c5-aef6-caa017e8d7e9","120.104888","30.163974","龙心留泗路口","无人值守","5186.000000","3.000000","21.000000","租车06:00~21:00，还车06:00~22:00","龙心留泗路口","13454491000.000000"," "," "
"1076","4381942a-1df5-4b74-b7f1-e3f3af084cc8","120.096028","30.167776","未来世界游五车站","无人值守","5187.000000","2.000000","22.000000","租车06:00~21:00，还车06:00~22:00","未来世界游5车站","13454491000.000000"," "," "
"1077","d9d574f5-db73-4257-b679-258da7e745ec","120.102803","30.163002","杭新路之江路口","无人值守","5188.000000","3.000000","21.000000","租车06:00~21:00，还车06:00~22:00","华联超市转塘转盘中间","13454491000.000000"," "," "
"1078","ec46833a-3dfb-4fe0-82a2-77db4f077690","120.113653","30.167709","龙王沙路","无人值守","5190.000000","9.000000","12.000000","租车06:00~21:00，还车06:00~22:00","龙王沙路宋城宿舍对面","13454491000.000000"," "," "
"1079","5dd52f74-5a22-4de1-b6ab-b7de4fe25021","120.094754","30.168903","未来世界中心站","无人值守","5191.000000","24.000000","0.000000","租车06:00~21:00，还车06:00~22:00","未来世界（正门对面）","13454491000.000000"," "," "
"1080","112b2bb3-3cfe-4151-81a5-577df0a72027","120.087923","30.178909","大清谷留泗路口","无人值守","5192.000000","17.000000","7.000000","租车06:00~21:00，还车06:00~22:00","留泗路天云宫1号","13454491000.000000"," "," "
"1081","21f5c67b-0b11-4e70-a123-2b12a8417619","120.115782","30.277512","嘉绿苑(西)二七幢","无人值守","5195.000000","20.000000","1.000000","租车06:00~21:00，还车06:00~22:00","嘉绿苑(西)27幢前人行道(文三西路文二西路间)","15868118500.000000"," "," "
"1082","280c0723-1194-46d5-89e2-257b81c9f341","120.114993","30.279567","嘉绿苑(西)三六幢","无人值守","5196.000000","13.000000","8.000000","租车06:00~21:00，还车06:00~22:00","嘉绿苑(西)36幢前人行道(文三西路文二西路间)","15868118500.000000"," "," "
"1083","d356f0d9-07ea-4e13-941a-51cda193d2e7","120.114758","30.280215","嘉绿苑(西)五一幢","无人值守","5197.000000","19.000000","2.000000","租车06:00~21:00，还车06:00~22:00","嘉绿苑(西)51幢前人行道(文三西路文二西路间)","15868118500.000000"," "," "
"1084","2492ad4a-98f1-4e18-bfa6-f3c832cf5562","120.131620","30.265394","求1路玉古路","无人值守","5198.000000","19.000000","2.000000","租车06:00~21:00，还车06:00~22:00","求1路玉古路口东南角人行道","15868117800.000000"," "," "
"1085","e2fbe7db-4891-40e5-a436-96668beee9b8","120.134312","30.264079","黄龙公元大厦","无人值守","5200.000000","19.000000","2.000000","租车06:00~21:00，还车06:00~22:00","求1路黄龙公元大厦对面人行道","15868117800.000000"," "," "
"1086","a2ed836c-0822-48e3-b052-2986f8f723d2","120.164015","30.246150","涌金广场","无人值守","1266.000000","30.000000","2.000000","租车06:00~21:00，还车06:00~22:00","西湖大道262号","0.000000"," "," "
"1087","1a457d56-485d-4489-a390-714861d4515b","120.197575","30.236476","鸥江路近江北路口","无人值守","1271.000000","18.000000","3.000000","租车06:00~21:00，还车06:00~22:00","近江住宅区华龙坊2幢对面","0.000000"," "," "
"1088","040394be-9d38-4c22-8d28-86bdd04003ed","120.201807","30.229622","之江路衢江路口一","无人值守","1273.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","之江路衢江路口西","13606525900.000000"," "," "
"1089","d67f05c3-ffab-4e63-84fb-e010f7f22ea6","120.201826","30.230320","衢江路口","无人值守","1274.000000","5.000000","12.000000","租车06:00~21:00，还车06:00~22:00","衢江路之江路口东（衢江路上）","13606525900.000000"," "," "
"1090","6daf1ad1-5818-45df-a2b7-4926118460a7","120.165449","30.246123","延安路一七六号","无人值守","1275.000000","4.000000","17.000000","租车06:00~21:00，还车06:00~22:00","延安路西湖大道东北角（薇薇新娘）","0.000000"," "," "
"1091","bba657b2-d7ab-461a-baa7-2b3e2e4b1d7e","120.108119","30.300643","政苑小区B39号商铺","无人值守","5402.000000","2.000000","19.000000","租车06:00~21:00，还车06:00~22:00","政苑小区B39号商铺马路对面人行道","0.000000"," "," "
"1092","330a9221-5de3-44da-bae8-77e1c98525f8","120.107050","30.300628","政苑小区48幢","无人值守","5403.000000","10.000000","11.000000","租车06:00~21:00，还车06:00~22:00","政苑小区48幢马路对面人行道","0.000000"," "," "
"1093","7e4f2a9a-14b6-42a0-96c9-cdc1b07796fe","120.104721","30.298707","政苑小区64幢","无人值守","5404.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","政苑小区64幢前人行道","0.000000"," "," "
"1094","23846118-afd1-4357-b0c6-f090e28b5f39","120.102110","30.316024","飞虹路东","无人值守","5406.000000","3.000000","19.000000","租车06:00~21:00，还车06:00~22:00","丰潭路西南角20米","0.000000"," "," "
"1238","85acb8ec-07d1-40f7-a795-c51c1b45a34f","120.163977","30.241614","劳动路一二-一八号","无人值守","1173.000000","7.000000","14.000000","租车06:00~21:00，还车06:00~22:00","吴山名苑1幢前","13606516600.000000"," "," "
"1239","4da61fab-1555-4ad4-80ce-ef93aa6b23a3","120.164886","30.245722","延安路一二七号","无人值守","1174.000000","21.000000","0.000000","租车06:00~21:00，还车06:00~22:00","中国民生银行前","13606516600.000000"," "," "
"1240","6fd4f6d8-5994-4961-934b-26ff086cf57b","120.164605","30.203906","之江路一","无人值守","1175.000000","21.000000","0.000000","租车06:00~21:00，还车06:00~22:00","之江中路56号","0.000000"," "," "
"1241","3ccc2305-2e57-45db-b007-da91819ff361","120.159732","30.202358","水澄路之江路口","无人值守","1177.000000","8.000000","18.000000","租车06:00~21:00，还车06:00~22:00","水澄路之江路口(浙江省电力公司幼儿园)","13606521400.000000"," "," "
"1242","415d99af-88d2-4e2a-b4fa-ea69adb090f3","120.173525","30.208996","之江路美政路口","无人值守","1178.000000","20.000000","1.000000","租车06:00~21:00，还车06:00~22:00","之江路美政路口","13606521400.000000"," "," "
"1243","316de99b-a8eb-4c8a-a16c-fe0df714322f","120.173590","30.209475","美政路二六号","无人值守","1179.000000","18.000000","3.000000","租车06:00~21:00，还车06:00~22:00","美政路26号左","13606521400.000000"," "," "
"1244","fb189c69-508b-475c-a9e1-dc82e8a4cb2e","120.172450","30.211051","美政路五号","无人值守","1180.000000","14.000000","12.000000","租车06:00~21:00，还车06:00~22:00","美政路5号对面","13606521400.000000"," "," "
"1245","87505712-2338-4601-9ad8-d8831b4a5e4f","120.155788","30.200706","之江路复兴路口","无人值守","1182.000000","3.000000","18.000000","租车06:00~21:00，还车06:00~22:00","之江路复兴路口（之江路315号）","13606521400.000000"," "," "
"1246","df10ff57-d112-4b39-b49a-d40fefa70944","120.183355","30.215508","春江花月","无人值守","1184.000000","7.000000","14.000000","租车06:00~21:00，还车06:00~22:00","之江路春江花月正门","0.000000"," "," "
"1247","951e2b96-7ab9-44a9-bdb9-3544a2262a31","120.189840","30.219717","市中级人民法院二","无人值守","1186.000000","19.000000","2.000000","租车06:00~21:00，还车06:00~22:00","市中级人民法院西侧","0.000000"," "," "
"1248","ba5a4a13-2dd4-48f1-8a79-64d61cf3196e","120.192344","30.221273","市中级人民法院三","无人值守","1187.000000","15.000000","7.000000","租车06:00~21:00，还车06:00~22:00","市中级人民法院（404公交站）","0.000000"," "," "
"1249","c662deb9-1d2d-4b9b-afb7-577448131699","120.188892","30.219129","金色海岸东","无人值守","1188.000000","3.000000","21.000000","租车06:00~21:00，还车06:00~22:00","之江路滨江金色海岸东","0.000000"," "," "
"1250","d1e37680-7bf3-4a65-ac81-8fda0bb9628b","120.167061","30.243871","定安路三二号","无人值守","1190.000000","9.000000","12.000000","租车06:00~21:00，还车06:00~22:00","定安路32号对面","13486377800.000000"," "," "
"1251","48172d60-402f-4213-81bc-4bb5a058329b","120.175336","30.210145","之江路四","无人值守","1191.000000","14.000000","8.000000","租车06:00~21:00，还车06:00~22:00","之江路553-555号","0.000000"," "," "
"1252","dad78ab0-8ac0-4308-985e-60ce55bb0500","120.166130","30.207746","海月路二号","无人值守","1193.000000","10.000000","22.000000","租车06:00~21:00，还车06:00~22:00","杭州教育科学研究所附属小学","13606521400.000000"," "," "
"1253","3dc2be99-25c6-40d3-a43d-c7dbc30bc439","120.163805","30.203243","之江路（市民林）","无人值守","1195.000000","22.000000","31.000000","租车06:00~21:00，还车06:00~22:00","江新苑2幢对面","13606521400.000000"," "," "
"1254","ce663007-bbb5-4a4f-ba49-a10f7083f566","120.188865","30.223053","甬江路","无人值守","1196.000000","3.000000","18.000000","租车06:00~21:00，还车06:00~22:00","富春路人行道上、富江037电杆、甬江路西侧","0.000000"," "," "
"1255","6eb8656d-56c9-4a99-9145-040301ff5ec7","120.161330","30.243006","南山路二一八号","无人值守","1197.000000","4.000000","12.000000","租车06:00~21:00，还车06:00~22:00","南山路218号","13606518800.000000","旅游咨询点"," "
"1256","a84af96d-a58a-4192-9944-24325d7400d0","120.192618","30.239849","华东家具市场站","无人值守","1199.000000","1.000000","21.000000","租车06:00~21:00，还车06:00~22:00","秋涛路华东家具市场","13606524400.000000"," "," "
"1257","54d3b289-56f3-4d2c-a241-30b94a6e3cb9","120.163106","30.238179","清波街二八号","无人值守","1198.000000","9.000000","11.000000","租车06:00~21:00，还车06:00~22:00","清波街28号","13486377800.000000"," "," "
"1258","9d24b39f-1131-4dc7-8d88-a287ae1bc731","120.164793","30.249838","延安路解放路口","无人值守","1206.000000","1.000000","32.000000","租车06:00~21:00，还车06:00~22:00","解百西门3号门前","13606516600.000000","旅游咨询点"," "
"1259","02e515b8-932e-4550-8743-eedbe962f2c9","120.196427","30.224347","之江路望江东路口","无人值守","1208.000000","19.000000","2.000000","24小时","之江路望江东路口东侧","0.000000"," ","24小时点"
"1260","a4df2c17-bc6f-49e2-a1bb-f6cc300f2b66","120.200836","30.228692","江韵园","无人值守","1209.000000","4.000000","29.000000","租车06:00~21:00，还车06:00~22:00","之江路915号左侧","13606525900.000000"," "," "
"1261","7c2330a9-9301-4e1a-8753-4064cfea8151","120.203253","30.231131","之江路九四五号","无人值守","1210.000000","4.000000","39.000000","租车06:00~21:00，还车06:00~22:00","之江路945号右侧（观潮景江城市花园）","0.000000"," "," "
"1262","165294b7-7e6e-41ff-bea9-10aaac50431d","120.198642","30.237592","清江路二九二号","无人值守","1212.000000","7.000000","26.000000","租车06:00~21:00，还车06:00~22:00","清江路292号前","13606525900.000000"," "," "
"1263","a7d34696-c40f-40d5-bcdc-7bc9e8621bea","120.201625","30.235312","清江路三四六号","无人值守","1213.000000","3.000000","20.000000","租车06:00~21:00，还车06:00~22:00","公交517路清江路终点站","13606525900.000000"," "," "
"1264","a61b7eee-9e6b-4b4d-b1a1-8d98f9955b3c","120.202442","30.234675","钱江时代公寓二","无人值守","1214.000000","1.000000","22.000000","租车06:00~21:00，还车06:00~22:00","清江路钱江时代公寓3幢前","13606525900.000000"," "," "
"1265","25997a7d-5c08-43c1-9c2c-3542abcff509","120.165555","30.241296","杭四中分校","无人值守","1249.000000","2.000000","20.000000","租车06:00~21:00，还车06:00~22:00","杭四中分校对面（紫徽路延安路口）","0.000000"," "," "
"1266","3a09d39a-38fa-4890-bed1-aeb38c7dc58c","120.174677","30.257731","庆春路八七号","无人值守","1252.000000","4.000000","17.000000","租车06:00~21:00，还车06:00~22:00","庆春路中国电信","0.000000"," "," "
"1350","d56bc2c2-e33b-4146-ac78-8b0587509b20","120.108862","30.286143","雅仕苑46幢","无人值守","5389.000000","9.000000","12.000000","租车06:00~21:00，还车06:00~22:00","竞舟路雅仕苑46幢前人行道(竞舟路文一西路口)","0.000000"," "," "
"1351","2e2b49b8-2339-4c78-86e2-dc8dd98ce5cd","120.104931","30.266312","府苑新村路口","无人值守","5390.000000","12.000000","9.000000","租车06:00~21:00，还车06:00~22:00","府苑新村大门口南侧人行道","0.000000"," "," "
"1352","b490ee10-506f-4e56-9581-9e23dc57dc08","120.107958","30.270708","莲花街古墩路口西南","无人值守","5392.000000","12.000000","9.000000","租车06:00~21:00，还车06:00~22:00","莲花街古墩路口西南侧人行道","0.000000"," "," "
"1353","69a27777-d448-4b0d-bd34-423c39812aee","120.111211","30.271463","莲花街一百一十三号","无人值守","5393.000000","2.000000","22.000000","租车06:00~21:00，还车06:00~22:00","莲花街113号","0.000000"," "," "
"1354","4dd2dd2c-f14a-4861-94fa-0d3eb93b1348","120.104850","30.267099","三百一十路府苑新村站","无人值守","5394.000000","7.000000","9.000000","租车06:00~21:00，还车06:00~22:00","310路府苑新村西侧站对面人行道","0.000000"," "," "
"1355","13784ce4-396b-4fb6-b8f4-0c685feff81a","120.105446","30.308250","637路西城年华站","无人值守","5396.000000","1.000000","18.000000","租车06:00~21:00，还车06:00~22:00","申花路637路西城年华南侧站","0.000000"," "," "
"1356","440609e7-8a65-4e50-b91b-d34172675464","120.097667","30.306237","紫金港大酒店","无人值守","5397.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","紫金港大酒店西侧人行道（申花路紫荆花北路口）","0.000000"," "," "
"1357","0d7641de-0104-420f-be23-4b1ce36cc42c","120.101419","30.307244","申花路古墩路口东南","无人值守","5398.000000","14.000000","7.000000","租车06:00~21:00，还车06:00~22:00","申花路古墩路口东南侧人行道（古墩路658号）","0.000000"," "," "
"1358","232a2396-6401-438c-82b8-80447b40f47b","120.132533","30.268677","玉古路公交中心站","无人值守","5400.000000","18.000000","4.000000","租车06:00~21:00，还车06:00~22:00","玉古路西湖体育馆","0.000000"," "," "
"1359","b9976b94-626f-4276-b890-e3ce17bb530b","120.088232","30.331292","B支一北港桥","无人值守","5075.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","董家路B支1北港桥站河边人行道","15868119600.000000"," "," "
"1360","fb1fe3d0-a286-457e-bede-3163284f27a8","120.117858","30.285443","益乐路高技街口","无人值守","5078.000000","17.000000","4.000000","租车06:00~21:00，还车06:00~22:00","益乐路高技街口东北侧人行道","15868118500.000000"," "," "
"1361","32a60d40-2205-4865-828f-7ed11401256f","120.114030","30.284380","高技街丰潭路口","无人值守","5079.000000","2.000000","19.000000","租车06:00~21:00，还车06:00~22:00","高技街丰潭路口西南侧人行道","15868118500.000000"," "," "
"1362","9b50c9ca-0e0f-45a0-9a8f-b4afc83f0b54","120.115986","30.284519","高技街六七号","无人值守","5080.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","高技街67号","15868118500.000000"," "," "
"1363","d9e9b04d-8179-422d-bf5b-4998143ba025","120.091002","30.254176","花坞路西溪路口","无人值守","5081.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","花坞路西溪路叉口东北角","13454491000.000000"," "," "
"1364","07d4eabd-4afe-4046-ad17-cf2f0626f28b","120.104147","30.269906","莲花街紫荆花路口","无人值守","5084.000000","17.000000","4.000000","租车06:00~21:00，还车06:00~22:00","莲花街紫荆花路叉口(东南角)","13454491000.000000"," "," "
"1365","552fe162-b641-451e-a28d-e3ca89f86437","120.106078","30.270557","嘉绿景苑小区","无人值守","5085.000000","11.000000","10.000000","租车06:00~21:00，还车06:00~22:00","莲花街262号(嘉绿景苑门口)","13454491000.000000"," "," "
"1366","df66d44a-c42e-4ed1-8755-96f78904bb5d","120.104803","30.297815","紫金文苑小区","无人值守","5086.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","紫金文苑北大门口(26幢门口)","15868118400.000000"," "," "
"1367","b8f67139-983e-48ab-99ab-75ce9c886758","120.105244","30.265947","紫荆花路天目山路口","无人值守","5088.000000","4.000000","17.000000","租车06:00~21:00，还车06:00~22:00","紫荆花路天目山路口东北侧人行道","13454491000.000000"," "," "
"1368","67c7b575-5ad7-4ef8-91fe-57549b83be4f","120.101255","30.277792","五联西苑二二七号","无人值守","5089.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","紫荆花路五联西苑227号","13454491000.000000"," "," "
"1369","e2558fc4-7a67-4bdd-95cd-2e1857e4d9b3","120.101604","30.276694","紫荆花路文三西路口","无人值守","5090.000000","1.000000","20.000000","租车06:00~21:00，还车06:00~22:00","89路紫荆花路文三西路口站","13454491000.000000"," "," "
"1370","0770de7c-9353-4606-9b80-55bb0cabc7ac","120.099760","30.281907","紫荆花路文二西路口","无人值守","5091.000000","4.000000","17.000000","租车06:00~21:00，还车06:00~22:00","紫荆花路文二西路口站","13454491000.000000"," "," "
"1371","60fa5468-02d3-456f-a970-a27d663a9e14","120.098737","30.292888","河道古墩站","无人值守","5093.000000","15.000000","6.000000","租车06:00~21:00，还车06:00~22:00","河道南面紫荆花路东侧人行道","13454491000.000000"," "," "
"1372","8c0cc455-75aa-4363-81ad-b6e7a9399eef","120.072535","30.289556","河道蒋村站","无人值守","5094.000000","7.000000","14.000000","租车06:00~21:00，还车06:00~22:00","河道南面西侧绿化带","13454490900.000000"," "," "
"1373","b1b20548-9337-4a17-91f4-853e6abfd5ac","120.062733","30.278090","河道西溪站","无人值守","5095.000000","19.000000","2.000000","租车06:00~21:00，还车06:00~22:00","文二西路延申段西溪湿地三期停车场内","13454490900.000000"," "," "
"1374","363ce4d7-87a7-4743-9884-19495dede4c1","120.110119","30.168060","大褚桥","无人值守","5097.000000","17.000000","10.000000","租车06:00~21:00，还车06:00~22:00","大褚桥车站","13454491000.000000"," "," "
"1375","d31e2a6a-d288-4122-a06e-997853a8a9df","120.101915","30.165624","之江集散中心","无人值守","5098.000000","25.000000","2.000000","租车06:00~21:00，还车06:00~22:00","集散中心门口","13454491000.000000"," "," "
"1376","88149309-52c9-4e86-96ec-2c1d62ab67b6","120.098727","30.166338","浙工大之江学院","无人值守","5099.000000","27.000000","0.000000","租车06:00~21:00，还车06:00~22:00","浙工大之江学院门口","13454491000.000000"," "," "
"1377","a1df0a52-7e2c-4385-ae1f-f4b3580334b1","120.104009","30.151256","美院南路","无人值守","5101.000000","2.000000","19.000000","租车06:00~21:00，还车06:00~22:00","象山房小区门口","13454491000.000000"," "," "
"1378","07116067-ec4a-4b40-ae17-dfd6daeb577c","120.097104","30.158405","美院北路（东）","有人值守","5104.000000","18.000000","9.000000","24小时","美院后门","13454491000.000000"," "," "
"1379","eec40df3-337e-45b3-9973-d105d22c3aea","120.095979","30.160349","方家路","无人值守","5105.000000","5.000000","19.000000","租车06:00~21:00，还车06:00~22:00","园丁公寓门口","13454491000.000000"," "," "
"1380","3e4427d2-f14f-43c8-8308-93b467b9c44c","120.106328","30.165367","午山社区","无人值守","5106.000000","2.000000","25.000000","租车06:00~21:00，还车06:00~22:00","午山社区站边上","13454491000.000000"," "," "
"1381","b23ae959-2bbd-4c32-90f8-f03e97ed6453","120.120704","30.166850","江涵路（南）","无人值守","5108.000000","4.000000","17.000000","租车06:00~21:00，还车06:00~22:00","珊瑚沙家园门口","13454491000.000000"," "," "
"1382","cc59a743-440a-488b-bd85-e3cc1c8d0590","120.116852","30.172297","江涵路（北）","无人值守","5109.000000","20.000000","7.000000","租车06:00~21:00，还车06:00~22:00","宋城华美学校门口","13454491000.000000"," "," "
"1383","93a923c2-f6ae-4274-a1a3-959e267d9115","120.114228","30.144491","桕联村","无人值守","5110.000000","21.000000","6.000000","租车06:00~21:00，还车06:00~22:00","桕联村车站旁人行道","13454491000.000000"," "," "
"1384","9b0ecc85-361e-464e-9151-5e94ccf7b85f","120.110974","30.135003","中共市委党校","无人值守","5111.000000","27.000000","0.000000","租车06:00~21:00，还车06:00~22:00","科海路288号人行道","13454491000.000000"," "," "
"1385","5eb22a08-c3b7-4858-9853-1d32f99abce0","120.102139","30.147289","杭新路杭富路口","无人值守","5113.000000","4.000000","23.000000","租车06:00~21:00，还车06:00~22:00","杭富路口车站旁人行道","13454491000.000000"," "," "
"1386","c58e9d52-d879-4a00-b439-0f7e2df84752","120.101762","30.144113","凌家桥路口","无人值守","5114.000000","25.000000","2.000000","租车06:00~21:00，还车06:00~22:00","凌家桥路口车站旁人行道","13454491000.000000"," "," "
"1387","ac120592-460f-4b24-a236-2198c7f25d41","120.102477","30.152616","象山车站","无人值守","5115.000000","1.000000","26.000000","租车06:00~21:00，还车06:00~22:00","象山车站人行道","13454491000.000000"," "," "
"1388","db21e74b-7fd2-49d0-9a9e-a45198a8cc9e","120.093846","30.158341","向山路南","无人值守","5117.000000","22.000000","2.000000","租车06:00~21:00，还车06:00~22:00","美院山北后勤生活区门口","13454491000.000000"," "," "
"1389","223eebee-1d3e-4700-ad25-1731fa80e52a","120.099636","30.151598","美院南路（南）","无人值守","5118.000000","11.000000","10.000000","租车06:00~21:00，还车06:00~22:00","美院南路校门口","13454491000.000000"," "," "
"1390","311b4712-74b9-4e53-9ebe-2fb88be73bd2","120.094987","30.149952","云溪香山（南）","无人值守","5119.000000","2.000000","19.000000","租车06:00~21:00，还车06:00~22:00","云溪香山小区门口（16幢）","13454491000.000000"," "," "
"1391","2506536e-afb2-43ec-8bf0-01708851ef2d","120.096438","30.142195","中埭车站","无人值守","5121.000000","20.000000","1.000000","租车06:00~21:00，还车06:00~22:00","向山路中埭车站","13454491000.000000"," "," "
"1392","a5b2f946-023d-40b8-ae0f-3978a954b1cc","120.096459","30.148532","望江山","无人值守","5122.000000","2.000000","22.000000","租车06:00~21:00，还车06:00~22:00","308路大站车望江山车站旁人行道","13454491000.000000"," "," "
"1393","b1e6d6d8-06e8-4ab8-851b-2e1304bb8d94","120.120499","30.164106","枫桦路","无人值守","5123.000000","10.000000","11.000000","租车06:00~21:00，还车06:00~22:00","珊瑚啥家园枫桦路门口","13454491000.000000"," "," "
"1394","38f5d2a6-e3b4-4ed6-934a-65b778d265c6","120.101440","30.161285","杭新路","无人值守","5128.000000","11.000000","7.000000","租车06:00~21:00，还车06:00~22:00","杭新路留转绕城高架下","13454491000.000000"," "," "
"1395","6d256fab-2be7-497f-8b47-4ecd3c90a05e","120.141425","30.285386","二三路下宁桥站","无人值守","5129.000000","15.000000","6.000000","租车06:00~21:00，还车06:00~22:00","保俶路北路86号门口人行道","15868117800.000000"," "," "
"1396","5d4d26b5-86c6-423e-97f4-132f9a371cce","120.137736","30.277745","教工路一十六号","无人值守","5130.000000","18.000000","3.000000","租车06:00~21:00，还车06:00~22:00","教工路106号南侧向前100米人行道","15868117800.000000"," "," "
"1397","f529dda1-aefc-4ad3-bff4-9f7402f2efa3","120.144703","30.277516","西溪数码港","无人值守","5131.000000","14.000000","7.000000","租车06:00~21:00，还车06:00~22:00","西溪数码港对面人行道(文三路123号)","15868117800.000000"," "," "
"1398","261d635d-26a1-4b12-9fdc-88598846b185","120.160629","30.242120","钱王祠","有人值守","1052.000000","5.000000","8.000000","租车06:00~21:00，还车06:00~22:00","南山路钱王祠","13454491000.000000","旅游咨询点"," "
"1399","2d5154a3-9f18-475a-aff1-cc14d8c630e9","120.159252","30.234304","万松岭路口","有人值守","1087.000000","1.000000","13.000000","租车06:00~21:00，还车06:00~22:00","万松岭路口车站南面","13454491000.000000","旅游咨询点"," "
"1400","5e5d5648-fce9-4396-b31f-9d7f063beb21","120.148664","30.198408","之江路钱江大桥","无人值守","1259.000000","17.000000","12.000000","租车06:00~21:00，还车06:00~22:00","之江路308路钱江大桥站","0.000000"," "," "
"1401","3de53a97-bbd3-43dc-b525-0be74fed04a5","120.096119","30.327948","水月苑","无人值守","4023.000000","4.000000","17.000000","租车06:00~21:00，还车06:00~22:00","长阳路水月苑小区左侧","15868119600.000000"," "," "
